"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Dominica","DMA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","211483620.878433","233764997.590828","190847414.307874","216388871.625342","239822338.77166","249721445.869094","256105120.23098","266852947.640132","270644749.812769","289788417.807227","308066999.366595","332147435.33422","331512580.33282","349473877.455821","354183964.059404","361371847.187073","369182589.257494","369309888.895428","380503164.202399","392314752.036481","400889291.93451","416019763.186175","417492801.853705","427263049.065191","426990264.12676","414914984.185527","441275102.069287","454737038.78088","457719487.441064","479046723.210763","509480429.508433","545760826.319816","539377658.76052","543005698.441659","541791805.465639","536054228.927297","530694004.887119","555922065.276388","540737037.037037","555681105.24744","518900602.715599","537309039.644082","566874380.554411","472749937.548637","505325005.612993","533867403.004205","",
"Denmark","DNK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","82924593126.7102","88214214003.3142","93213156641.943","93806944242.8225","102502790015.059","107172053291.778","110109542934.509","116199008072.377","122651627971.639","130635327084.435","132721366598.942","136709637791.281","142081486258.605","147896804897.978","146236819663.335","144106668435.121","152644421028.959","155499315943.771","158961210494.935","165111596943.141","164314130489.675","163219594375.45","169233539427.689","173626963822.703","180860502606.804","188101708262.83","197326551524.823","197828286475.179","197801379443.834","199077569084.282","202014449528.001","204829791576.421","208838324345.416","208860644214.547","219998060186.398","226658693444.805","233232021689.227","240837461729.208","246179618941.138","253437048662.499","262932986641.725","265097327404.035","266333597050.533","267372454034.624","274506537368.942","280920770514.868","291913222677.846","294567411335.295","293059176864.39","278680088475.415","283894168259.757","287689202382.588","288340817827.024","291032020819.874","295744975353.148","302673070846.857","312497708532.463","321315569939.823","327708263102.566","332602543274.049","324538552442.96","346751664744.814","356222057631.887","",
"Dominican Republic","DOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4530917998.03847","4426106594.08748","5180635649.14625","5517527341.23116","5890780623.62634","5155503169.8201","5849606339.42794","6044254464.00907","6058691799.51806","6718570934.91644","7943143553.26801","8806679709.40857","9722060448.11927","10975794392.7203","11634550915.0405","12238762621.0264","13062201580.0288","13712932241.9737","14006482881.1803","14641172536.7581","15807889290.6358","16484446003.5853","16764468710.6172","17540319328.148","17760081282.9291","17383117345.8908","17995349556.5899","19816005179.2607","20243230984.6102","21134042221.48","19981325537.0055","20169977001.9494","22433236554.9309","24085335186.6972","24711639228.2533","26116602360.5497","27677807175.4716","30137054814.5543","32160600643.062","34070956123.7845","35659263104.8034","36536308517.4776","38178653364.9485","37664880865.2421","38632918879.6179","42275322011.052","46153810301.3096","49576554587.8018","51167716220.0417","51651842211.298","55959425617.5869","57712871132.3848","59281142164.8033","62171219427.0016","66554578678.1207","71164826836.5281","75903835172.1732","79446042998.4211","84993384865.6436","89287393475.0793","83287066903.7897","93508047621.0655","98050971574.0699","",
"Algeria","DZA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","23999014990.3431","20733843087.3502","16652377403.543","22366429021.2648","23672497186.8981","25141824991.3058","23933767605.868","26196217697.5177","29024423856.7455","31472134870.9618","34261402269.7977","30378996381.4676","38710123077.577","40186208314.9668","43198131556.75","45377624864.0804","49183335759.8426","51769683761.7853","56540175063.1939","60768151286.3044","61248588527.0393","63086043787.0572","67123553185.3245","70748227087.4903","74710125348.9938","77474397936.0276","77784296304.6808","77239808154.7623","76467405832.2378","79831973341.011","80470629590.9019","79504981564.642","80936073063.9551","79236414916.2174","78523289913.6689","81507170839.1999","84848963596.5052","85782302144.5703","90157202649.8628","93042234535.4363","96577839449.282","99475174631.9276","105045784407.466","112609080886.284","117451271364.135","124380896371.455","126495371616.913","130796214247.502","133935323388.628","136078288561.513","140977106950.801","145065443049.82","149997668117.771","154197602825.068","160057111729.904","165979224866.131","171290560064.735","173517337342.624","175599545392.513","177355540843.199","168310408264.397","174032962144.942","179602019799.393","",
"East Asia & Pacific (excluding high income)","EAP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","287446182481.361","249135755811.017","247540977774.134","263481823602.278","291896187372.664","323367837248.286","349243213336.775","344281499620.641","350388731553.565","390277906626.286","442736897469.584","472709620178.376","495910783167.393","536871729555.583","557633565659.598","595778859926.4","612731785303.172","659135446857.74","720173317310.158","771318214290.169","829676189707.828","876126392314.493","932530964532","1004679221031.97","1104696799298.55","1191954521514.39","1276975847828.38","1393759807542.03","1529390284273.38","1617447763653.34","1700969067137.23","1837116599210.49","2042733405429.4","2273284768019.2","2521899085596.25","2770931022511.15","3022070457910.86","3243997751770.66","3337915327228.28","3551185212886.84","3822463321351.39","4089253435269.17","4418847048791.73","4814079284264.53","5253179456742.13","5777279184520.13","6417278153557.61","7218554849279.01","7840447891986.58","8466471679840.39","9306442313632.63","10110783476701","10877195742408","11671062264470.7","12486112573317.5","13323575118311","14198303119781.5","15150652147816","16139221093821.6","17072341411060.2","17285092242734.6","18598970825202.8","19233984498305.5","",
"Early-demographic dividend","EAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1059429220753.27","1105993087756.95","1144224702130.26","1198776586255.11","1295549946806.82","1367250547002.16","1422725539341.32","1500386002898.23","1598904782644.86","1702411067811.12","1848956306240.14","1958184233945.92","2093478600573.78","2247940188876.06","2398574931948.54","2457848347382.63","2633505309528.44","2741134749337.35","2778540037653.55","2892364333044.96","2994262189591.55","3117718094484.68","3113168738920.71","3117168482351.97","3186788407155.92","3210166088532.35","3296708476121.66","3388155669777.04","3507732461891.95","3588092085424.33","3783038086625.77","3956008317320.09","4115697069673.25","4260364639112.19","4401833283314.47","4506606229170.27","4767880514033.49","4997506975475.5","5123804374102.56","5231554949042.71","5463164037042.38","5519283610484.11","5616608028063.45","5915785629380.46","6280374677281.61","6648692873984","7048528215115.54","7449381281343.32","7705944224002.14","7755036501257.18","8258325070761.8","8664169434211.06","9028438179646.87","9395451723185.2","9782998538008.13","10216824786880.2","10670037495078.3","11154338939679.6","11580144035995.1","11852909152200.9","11344928512686.7","12153420437888","12838974335918.1","",
"East Asia & Pacific","EAS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1160049590722.58","1203765163278.06","1269959322288.61","1369225557447.74","1513495868913.47","1619648112190.29","1759976183912.52","1895528531653.4","2076749834675.71","2315524449327.31","2440327228533.49","2570061763779.95","2755496689753.99","2966606860635.72","2992736020763.73","3103642979978.58","3235820789269.33","3411321846065.15","3609156140535.59","3822634738126.73","3967464210375.45","4152862068288.21","4325314417153.94","4516849244197.33","4795159693172.38","5068484637784.74","5317952356340.94","5650672775152.16","6080103033636.3","6394000341094.18","6718217244682.41","7044232450654.92","7343054880022.31","7651395589725.55","8052200403818.8","8508664886928.83","8986906763256.82","9351290121101.7","9393489222328.64","9744913679993.89","10270523580321.5","10609361407929.1","11073768618392.5","11621661244240.1","12303594270324.1","13029433877967","13870351389971.9","14906019760686.4","15559696210078.9","15958091765957.8","17172479423668.6","18110389670634.8","19049045847163","20048190008417","21002231179752.1","21995286337605.6","23020294376074.7","24183887383810.6","25335093411098.5","26338512849330.7","26299663942351","27933291392744.6","28738013208829.6","",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964749857010.63","1936123364978.32","1841057917011.01","1644656878763.51","1547101028362.96","1374338231662.27","1348794281931.66","1347282013864.33","1385795341029.86","1364136308754.09","1396277115203.04","1513891569554.02","1553999651530.37","1639290980916.23","1753061888426.8","1898376530402.7","2038066674530.19","2204897248852.14","2376952757485.67","2477574829860.03","2335665092458.73","2467425218233.02","2622523973675.14","2726780211663.16","2837125879604.98","2895281281859.04","2921672028195.23","2967753266450.04","3084277730247.87","3182171341425.91","3253878851703.37","3213941433685.36","3453731078719.64","3480181759754.83","",
"Europe & Central Asia","ECS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","7682909578356.89","7965917859537.11","8343637046717.79","8845953012236.74","9038732506268.95","8990681055234.83","9413106896928.56","9681249549395.44","9993574033270.89","10369732781049.2","10509716906533.9","10560178970929.2","10660118425616.6","10869640831265.6","11157395203445.1","11469700432157.4","11785727212851.1","12148598842608.1","12664137398298.6","13112128353769.2","13418706920150.2","13477470895044.3","13407364555816.7","13307887920733","13470958060617.6","13758862653293.6","14004839978989.8","14435427337554.9","14814678871052.6","15240992547193.5","15905465298694.5","16264667339688.7","16522347875519","16818915699925.1","17355587419030","17819301046993.3","18508024848166.2","19183865301007","19378879214546","18514990505898.1","19007288547045.8","19453420249877.4","19523410213933.4","19688695109666.5","20068012623075.5","20480970346558.5","20869913013740.5","21476943778564","21935059680744.8","22330916903469.2","21106784132448.2","22483470803048.7","23185448832692.6","",
"Ecuador","ECU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","11683345571.6987","12282048670.588","12886220692.1393","13157651953.0125","14132271516.9865","14595115066.6414","14545560908.8964","15217722033.5867","15508295061.5815","16232414264.6977","17347894301.4979","18439528973.2386","19364758284.5524","22066274158.4958","24539574622.0139","27232094540.8722","29246503666.7275","29715863873.7949","31411696205.8418","32584624145.8131","33793084551.9767","35689844469.6974","35909281820.1435","35788314663.8059","36727855721.8459","38173097362.9211","39495712166.1056","39393379286.0295","41713833407.2993","42133381944.2238","43683854187.3025","45558477943.1319","46521725705.7094","47439700807.8818","49459802089.652","50573908255.3626","51449720654.55","53676394986.1005","55429750211.1927","52802720505.7765","53379221434.2819","55522733410.3626","57797375793.0758","59371127439.9001","64246103132.8511","67645562499.1411","70624352725.1051","72171071229.7691","76759080483.1984","77193914220.309","79915230250.8205","86203073182.7862","91066617872.099","95571238385.5329","99192306978.8112","99290381000","98072699669.1292","100395440274.107","101689830586.566","101702140245.144","93781977159.7812","97753879511.9558","100635339955.859","",
"Egypt, Arab Rep.","EGY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20297834751.3892","21345429171.5041","22172696194.2125","24504840915.7231","27324754469.0025","28667504459.8313","30114182469.2002","30356681177.7512","29868912347.014","31445846805.4884","33206347267.8758","34553643778.9422","35609492777.17","36858257210.5786","37432854799.0821","40779032775.3684","46194361685.8204","50353260517.1134","54698126368.7809","57185627388.6136","62910668708.9086","67533693105.5141","74224371654.5825","78005663121.427","85607909950.9571","90565897013.6941","94862819134.7324","98498676314.0732","103878004711.436","108989704831.592","115166183182.699","116462268698.513","121671461981.243","125200896554.919","130175343747.614","136218680414.954","143014263361.246","150869114036.438","159280817659.262","168922784449.1","179683172291.846","186035425184.798","190482051407.276","196565009501.834","204608590453.316","213758163785.626","228387426641.133","244575133305.99","262077623377.432","274326082658.196","288446290408.139","293536132736.607","300070833532.511","306628779736.183","315569804751.572","329366576819.407","343682967575.512","358053111989.023","377141312302.669","398080548973.052","412213064649.087","425777537421.996","453827104224.605","",
"Euro area","EMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","4491287336057.46","4660740237138.65","4888707341660.65","5189442561881.84","5356215352766.03","5314832135597.37","5582017099606.97","5754256022408.11","5933992248561.08","6163844506042.81","6296941224185.73","6329927882951.95","6375040721480.65","6463667360523.09","6617416235942.74","6770467490630.32","6940245928183.61","7116076175284.26","7422486014684.17","7726772623086.57","8005218860825.78","8219551378198.7","8336071835693","8280921916107.6","8484638239967.02","8689967119482.17","8838312305301.82","9078839500239.74","9354176595099.42","9629995000630.35","10001826266502.4","10221788901738.1","10319871111911","10392385346413.9","10631607476257","10811594509671.7","11161803186213.4","11497902279826.2","11546731995336.3","11023184675477.4","11261736443994.3","11454814972447.4","11357354356934.2","11332428282883.4","11490838163990.8","11726885430565.4","11945610350306","12259652828758.4","12478886191934.9","12677307868192.2","11903025217649.3","12613108847848.1","13040219383819.5","",
"Eritrea","ERI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154926145.9126","1310318715.90375","1588386838.47483","1633788955.24089","1785058837.07344","1926233510.02823","1960377599.52023","1960641860.30086","1899038769.45137","2065307884.56551","2127379250.62751","2070886355.8446","2100950149.6029","2155038051.30131","2134151053.76576","2164601595.02151","1952837971.21425","2028539764.99879","2073049788.74561","2252986366.41081","","","","","","","","","","","","",
"Spain","ESP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","189278929999.793","211687045841.934","232757184921.918","255093725552.564","268635402109.332","285433536189.66","306116222365.523","319402702365.753","340473762960.806","370799813989.341","386704096414.729","404683801625.874","437664502790.704","471751850974.362","498258576598.269","500960150616.396","517510829852.726","532200759443.856","539986873776.567","540211219502.078","552143016545.967","551411601239.184","558284735137.638","568167021108.246","578307026952.115","591732054153.262","610983001511.047","644874977788.821","677726999867.622","710441087303.86","737305660791.841","756077467226.836","763103054853.539","755231709959.596","773230356774.81","794552137824.609","815691686929.687","845892627812.5","883053543058.203","922707533769.14","971112252648.437","1009306124395.31","1036869753137.11","1067788548860.16","1101132739762.11","1141347034482.81","1188172916518.75","1231003442635.55","1241923268505.08","1195188366526.17","1197135561649.22","1187386271879.3","1152252436684.76","1136082395816.8","1151939554049.61","1196156971279.69","1232493518447.66","1269169576560.16","1298163367417.97","1323918490148.05","1176072568933.59","1251378537358.98","1323591183845.31","",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10254019388.509","10760877052.8203","12165173094.8168","12693120380.1531","12639171425.3594","13914164835.0824","14749525966.5371","15748270637.7266","16945180968.259","18098132398.0648","19822237764.1937","21757994918.8512","23407063928.1871","22205813183.2266","18957312552.2555","19420679530.2801","20831219910.825","21503693454.807","21817309477.984","22474308645.6805","22890762090.1508","23613094924.4117","24980775931.5047","25926098666.5234","26895658710.6379","26747463292.8629","28890861346.9492","28518917121.5992","",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","10919390083.4654","11019413209.7012","11926862517.7355","11587182914.6542","10295866350.4472","11290613046.4569","12855416412.1834","12920165915.2807","12873518408.2293","13224508680.3701","12280612057.8476","11215578415.0916","12689623265.693","13094417753.4806","13896779695.8913","15623617690.3741","16113247315.5274","15556028804.3965","16359053695.2448","17352574603.7583","18793064976.1136","19077728362.3105","18665390025.6039","21198769337.7279","23704202269.324","26272487888.3487","29282307975.8989","32441436121.8563","35297110794.6214","39727088219.906","44167899823.5539","47987456602.7123","53065618849.7063","58508820967.9287","64589328550.5953","70682351658.2336","77442545814.9282","82721144195.2914","89640011587.0442","95071775775.7639","100435279209.681","105775519453.149","",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5131667954178.68","5318182136856.91","5571313372675.07","5906096053033.68","6088931249801","6048618365283.78","6344531694202.7","6526900790847.74","6725977801434.22","6986418403507.15","7131400664583.68","7167910123912.61","7226148142291.69","7330848032344.87","7513845501172.64","7690636459473.2","7889512787598.88","8088351146169.22","8425022865146.87","8755120739463.8","9051252588178.44","9219505032920.35","9326454020452.89","9272937992443.55","9518878991683.69","9772347457851.03","9956201357907.13","10220357994348.5","10528072225009.6","10838512635036.8","11261271546850.2","11506306600018.8","11634113016544.2","11739780003095.2","12044134537286.1","12275953085581","12704929524154.3","13105912465854.4","13189951042961.9","12616358274952","12897021136257.6","13142173192944.5","13049913658429.4","13039095085957.8","13247756950481.1","13553676666875.9","13820923416116.8","14214135925772.7","14507845034924.8","14769711879908.6","13935041206196","14772660054167.8","15281720316804.9","",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","353890232665.416","402472136701.408","458533206147.908","503540432815.32","518494215644.991","540606075903.521","593239814828.778","588002205619.521","629747181152.629","656627171776.31","649960959901.824","689684502799.709","733068544164.997","700436739924.915","690455455738.375","655618310670.287","652443776460.447","675458148765.6","688315396208.056","715469273126.62","739050916683.575","742756811741.39","782224305193.622","720333736317.706","724132884605.512","711375604957.381","683254923717.763","682328296692.235","706380976138.906","738081450723.548","780972663688.886","807230421704.015","850988137045.329","886904316737.613","927634543663.219","937382989825.757","1043144415176.36","1103941541125.17","1168167864006.79","1238097569625.15","1300430321803.77","1340110037739","1434161552264.43","1434363196929.79","1514194681996.17","1567391645670.32","1600146477284.33","1617270910773.29","1652440987081.33","1694487710784.07","1740557106989.56","1780143756030.35","1689860168881.47","1733033291012.62","1754739053142.02","",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","50609868256.8301","54458581967.7417","56082507221.7539","57924873462.1891","60959376045.0995","64191965073.93","65715126795.1658","67140375445.5167","68686812988.0757","75276136628.2294","78899731715.7179","80759336343.6144","87006463097.9461","93082844694.5136","96095501717.889","97829927772.9265","98166836909.7293","98401957114.9203","101275006350.294","108487737735.285","114334193866.016","115838693345.703","119439062675.781","123161478423.828","127149067752.734","131661456678.906","135289563831.25","140125930521.484","147436510957.812","154936818098.437","155975322164.062","146794102994.141","141957736303.906","141017978885.547","146606595315.625","152788801142.187","158391841239.844","168424056796.875","177615261582.812","185394056458.984","196097527314.844","201215710279.297","204650762188.672","208751521832.422","217085073153.906","223119713766.016","232105658667.187","244405718572.656","246321847334.766","226432719257.422","233646772072.266","239599308730.469","236250798826.562","234120534076.562","233266209150.781","234534382384.766","241128217493.75","248826017928.906","251661932877.344","254744159687.5","248745023487.891","255804854010.937","259985498582.812","",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864434181.555395","894841362.75175","927110256.335979","986063083.430884","1034156148.21772","1006231171.44419","1006231171.44419","1140581429.97187","1230872383.02654","1262830882.9775","1423244642.07611","1521291775.67736","1635164674.09634","1825054197.55063","1872526593.16356","1882454938.67984","1933961978.86143","2048143323.11841","2086308455.51766","2341355904.04409","2303813270.42362","2449644432.70605","2303192778.33979","2211983511.15457","2397635828.57027","2287021502.18951","2464263563.79545","2301252036.31806","2323246364.79093","2496064122.4247","2640835909.41403","2569533241.37876","2726274818.17778","2784345355.70096","2926346957.9416","2999505589.12067","3143481870.30262","3074325289.001","3114291531.63976","3388349146.53847","3330747264.7169","3397362214.89918","3506077775.66624","3541138530.44958","3728818862.10322","3754920609.14392","3824479907.83452","3791946804.66169","3831109812.09556","3778009185.47898","3889636980.98758","3994857224.63258","4051237219.17538","4243031681.17411","4480790593.10805","4682479912.05203","4796997076.03127","5053797835.53178","5246466346.36038","5216010385.78401","4327208949.46684","4115996320.43426","4939873229.03858","",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","521063228394.417","547012759973.19","584447414017.366","620879995295.485","662181550405.327","694373557438.492","730840925163.32","766806695424.451","801246352672.883","858210764567.69","910636112294.555","959053168957.196","1002319594950.9","1065911376205.15","1111755362632.65","1101083792491.43","1149055358647.74","1188862221373.28","1236161624649.22","1280045228283.46","1300253881649.64","1314153853595.82","1347078619777.78","1363794045035.68","1384438090121.85","1406904493488.19","1439787739478.76","1476673666392.57","1546714398124.5","1613901522615.43","1661090955411.7","1678502109603.77","1705347110174.84","1694626166709.98","1734592373238.83","1771133801947.67","1796159810500.7","1838123429815.53","1904087419529.25","1969233367607.74","2046499571261.18","2087096421588.52","2110796058518.4","2128171303325.76","2188393293109.35","2224791087607.91","2279283420792.28","2334550031985.42","2340501872979.04","2273251909006.52","2317567536989.14","2368384855035.17","2375801091055.54","2389493466482.81","2412341398046.84","2439188643162.5","2465909086487.94","2522413420333.78","2569458097202.24","2616812485718.01","2419492808873.4","2575192242890.61","2638406985036.32","",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2162939073.26618","2069867758.18034","2057925881.4681","2134237769.05239","2283989844.56481","2417672955.88099","2549017907.36784","2573905971.05459","2611740221.71586","2703524764.27817","2777372953.25035","2899302496.02846","2843437737.68997","3007093233.39562","3169430571.88205","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","319338880.100054","327904142.657279","328598163.580178","332458532.270118","323256963.899743","316713300.662906","314095835.368171","",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430402.16032","1946939619.42109","2091971271.33539","2219423267.20213","2320505870.85802","2513881414.09618","2627207303.04505","2735320899.36372","2803944654.17385","3030584989.18453","3293619830.31703","3631503425.96331","4043205904.71932","4454902662.03178","6214014316.31316","7406490804.13761","10045078184.8121","8781197289.68249","6669389058.07285","6701028991.88961","6872102050.9686","7222258278.85147","6998547355.48186","7391042735.22878","7946028913.78889","7760652085.26897","7698287660.97566","6378336008.80052","7197655800.48086","7812717800.63261","8218372646.58668","8720720960.85617","8451237981.301","8784770737.08178","9110927737.90141","9564091413.41355","9910794415.49417","10479512210.8024","10843972206.2432","9875321072.27314","9689372094.82624","9896262806.17442","9871617829.34082","10093465659.4406","10163064451.2538","10435048720.8443","10142180902.0393","10751534086.7123","10395827037.7727","10409376035.5652","11147389066.6347","11937934403.3789","12564804521.2615","13273296028.5793","13846034032.3711","14383107762.6952","14683922149.3088","14753324537.1727","14876945089.6921","15460241661.1259","15176119359.5533","15407831405.5278","15855897831.744","",
"United Kingdom","GBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","781539751882.685","802462500630.958","811312936981.778","850859444952.864","897943108490.366","917178635134.831","931606776041.736","957565762616.266","1009667714730.69","1029094699270.8","1073437216535.43","1111058157772.7","1159074398067.12","1234690654833.27","1204015952087.21","1186272977192.69","1220796677573.13","1250800814233.07","1303387739218.31","1352251961842.26","1324782750643.44","1314346855476.68","1340566646999.83","1397163444613.46","1428866552598.99","1488127577613.36","1535008665311.19","1617787665004.92","1710525945160.94","1754616510184.96","1767491105260.85","1747993528070.59","1755004416003.84","1798701060348.08","1867879267909.64","1915167807814.51","1964617872083.3","2061373900561.85","2131754768634.16","2197118124393.41","2292005659330.47","2351110550045.1","2393242112919.88","2468547211780.95","2528446424688.21","2597696587524.87","2659684781326.53","2729377332063.38","2723216391181.8","2597541114752.89","2655691972447.51","2686102342147.87","2726741371606.03","2775613362979.68","2864315928147.17","2927911140916.73","2984158170626.73","3063389649063.74","3106393270517.14","3157388164033.92","2830285881776.11","3075810468184.32","3209502458759","",
"Georgia","GEO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","7043735176.98081","7574525089.21088","8047932872.61241","8406575706.96704","8808254480.81426","9869835550.12863","10113712882.4126","10400626154.1892","11074873947.1618","12050381339.1723","12939813394.3672","13728826827.7765","14675642256.2135","15765914459.3455","16927916916.0047","17702583469.1289","18635053538.4266","19008041317.2629","19825745746.1238","20901673695.7232","21934562386.8064","20141351396.1316","20399572150.8702","21532882229.7388","19983547879.5175","17028335676.1563","13435356724.5483","7402881628.2429","5233837165.13421","4689518415.47021","4811445740.65963","5350327760.20538","5913130942.80192","6096727906.15077","6271658701.06842","6386953178.49844","6693875229.03115","7060287034.74399","7841064634.59452","8295414838.30996","9090909787.94734","9947252639.75196","11198512916.9601","11469356976.6038","11050666536.8199","11739378352.69","12603474269.3272","13412211067.0423","13897136763.0268","14514384819.1726","14953673796.1929","15388293170.4432","16133487151.7823","16914819009.2106","17757574574.4802","16557084432.4038","18289872262.5325","20190828885.8047","",
"Ghana","GHA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7657874860.74837","7920515004.92025","8245981528.90486","8609297347.55871","8799504921.57405","8919970044.49044","8540131819.10399","8802771962.89799","8835241896.49149","9365901983.48599","10276592895.3836","10812632781.0289","10543651737.537","10847792249.113","11591139038.9061","10150171634.2277","9791852020.3888","10014529236.281","10863354285.2238","10590147288.7476","10640100583.8846","10267370737.2065","9556493881.00677","9120360585.63547","9909050101.98124","10413581008.466","10954999817.6119","11480280981.1057","12126410569.2572","12743144373.9058","13167340442.7084","13862816506.1713","14400613254.7891","15099043077.3961","15597311459.6138","16238738255.1429","16986119875.503","17698918180.6992","18530836499.7819","19346192717.5021","20062001863.8447","20864481964.0938","21803383560.4663","22937159534.6311","24221640466.4544","25650718178.8909","27292341725.1975","28478690449.3467","31084433365.728","32590314715.2408","35164855698.2525","40104506435.0254","43831333760.4685","47036511006.8918","48379986725.6898","49406009811.9819","51072704631.2674","55224351103.6316","58648303771.0356","62465003300.9059","62786036982.4285","65973349075.9188","68003830999.5429","",
"Gibraltar","GIB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2961299961.03333","3059021048.69929","3251987666.38922","3382180212.4661","3528427807.33462","3620640551.33444","3739069795.78391","3927673880.76143","4083606426.38423","4271765665.38641","4462353698.0104","4693575171.52298","4864614741.3605","5050054051.51404","5176459962.88747","5365832803.17428","5642957112.1086","5713415145.66859","5847115762.64951","6022369759.11612","6094011997.26006","6509469504.65603","6778506931.19149","6702408562.12234","7025019626.18885","7419271579.90709","7858142732.27166","8168200455.31446","8470142323.87256","8794202394.29076","9745790250.28475","10749607166.7503","11433120070.5789","12075308646.1614","12669445996.7359","13163554390.6704","13782241447.02","",
"Gambia, The","GMB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","253504725.731383","253504725.731383","277780701.967519","284546114.523255","302056645.839376","301857659.86377","302587264.271584","330577582.495729","350011556.292565","393389990.330913","422308976.529101","436834614.983294","464427038.901168","458258597.172334","486991776.014378","503169126.654155","499321982.876258","553664331.566174","573237790.274772","568581582.283382","591842657.034875","606368444.288168","633514510.041076","670864763.575962","694740031.231163","716325876.505343","740528298.603424","762833761.663294","764011164.754756","770748583.770315","787886530.287664","826492963.259544","855420206.246188","910167091.320248","960226283.311822","1015919410.0795","982902027.731066","1050427393.31825","1124482524.55398","1098037738.85618","1091937250.0561","1125167625.04935","1195557048.77095","1275249585.58493","1350595613.51288","1240786190.47581","1305822857.84822","1343336129.36544","1324430251.83027","1378176608.93204","1404959537.12175","1472715273.80675","1579264608.77791","1677527292.27233","1687449652.95674","1759427685.63431","1835641393.18757","",
