"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia (excluding high income)","ECA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2562504909069.46","2516879878366.76","2329901167053.53","2251870628774.46","2034114604726.37","2036842464994.81","2066367863451.38","2162308313884.86","1979872050099.36","2046769626924.09","2297071385400.12","2426414973186.96","2601831668668.95","2877380536292.69","3217226990273.91","3627871475259.09","4343628103540.61","4844556491924.3","5559208781196","5386740876852.08","5800686590846.16","6442312693105.01","6867446920069.74","7452058700719.72","7637213604078.46","7510378744228.03","7713457770512.36","8227792225940.97","8846908212627.89","9513937327425.57","9708230628660.84","11420481268200.8","12357027671747.2","",
"Europe & Central Asia","ECS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9982352658213.04","10275479088601.9","10347654555836.1","10455179779512.1","10652968714293.5","11075721930968.5","11480510789309.3","11993953167961.6","12255693676182.6","12745217876207.4","13743709704352.3","14458967627790.7","15180793965519.2","15798326200323.3","16823985454805.7","17773860919560.1","19739030091529","21229132619319.5","22768883344621.9","22212987249397.8","23244678108576.1","24695673793822.3","25476926250747.5","26741100398697.2","27528178336701.3","28043965271789.2","29455439606677","31126901692438.3","32805776829849.5","35301782659996.8","34884461871227.2","39211139478520.1","43126163491817.6","",
"Ecuador","ECU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49360324945.667","53219427159.88","55583117054.9825","58023399118.1066","61785987862.5224","64502522019.741","66821015586.8712","70915090521.7373","74055798174.8483","71540165654.7739","73959714522.7841","78662851588.4557","83161704041.9597","87112064066.3229","96795307185.9024","105112984510.981","113127832578.443","118729671253.5","128699388785.714","130258037842.079","136470638996.153","150266909235.128","159874181026.475","175887498641.695","187953593713.805","180727435968.549","183767746449.853","197328334288.724","207941410333.922","218531468274.641","209477194280.003","236586869045.497","260709098025.966","",
"Egypt, Arab Rep.","EGY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208225264219.882","217689570258.894","232609364595.545","245030446430.586","260206259995.502","277995800248.867","297208202560.969","318938574171.11","340510892446.031","366212581675.742","398365559196.38","421741060127.566","438551606045.728","461488206125.091","493267795613.492","531485171136.125","585380921474.353","643813085519.781","703117730025.496","740695928763.53","788181096810.815","818754235836.905","963511290996.558","1002088457671.01","1000296471586.54","1085943366513.33","1084107404691.64","1153591166057.27","1302980395024.57","1437311654157.39","1665073256894.19","1728601012503.64","1972202393132.16","",
"Euro area","EMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5319494501793.86","5648817204800.21","5859003605416.09","5956671024034.24","6232891455549.79","6518344831217.42","6739599062036.77","7027275322662.95","7378732942676.55","7679272689006.75","8182496749821.54","8598325261849.11","8980881167265.63","9179113773937.87","9592395810262.08","9973839490229.46","10842772931908.6","11536687023432","12029305945147.5","11755256018558.8","12110174571444.6","12644475921639.5","12798510808812","13245380383084.7","13618320549270.7","14032374900782.7","14928862229426.6","15679061869681.3","16379198344503.5","17620419720966.3","17099536445721.8","18807356097823.2","20710865385821.3","",
"Eritrea","ERI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835577957.49416","2131914133.88056","2639522930.60541","2771900737.53135","3083998266.22424","3385289345.01046","3484074363.17025","3533649355.4762","3500163737.25985","3892379613.81065","4071849497.34522","4041948853.8255","4210704830.89201","4454546908.77504","4547489240.33154","4737024454.99091","4355564713.01755","4553407654.4267","4709241272.78227","5224331270.24732","","","","","","","","","","","","",
"Spain","ESP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","531561427908.383","563528690004.737","581726865948.979","589372656114.719","616303983736.67","646578142394.086","677084457879.017","717405300256.696","768127554988.817","805891424628.996","875738229223.131","937760696063.506","1009753311276.12","1056694879758.49","1122166468853.19","1205129771230.45","1363886239439.57","1468825965115.45","1528583945708.69","1487853101841.93","1475426724434.36","1489595017146.76","1483654111796.67","1512562240663.9","1558985384059.1","1621825074465.2","1734117178406.71","1842771293467.92","1905449210032.32","2061660467680.02","1845713578821.49","2068305576331.49","2326112195711.89","",
"Estonia","EST","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9302781760.0801","9752450058.03815","11165373440.4375","11713738135.1008","11694825363.5915","13163087062.2361","14321608874.5134","16087733549.9594","18002054571.7309","19807061897.9611","22536536810.9861","26054313221.7345","29763407415.2039","30488783700.7275","27327208562.561","28780817478.0597","32598232994.527","34384867089.0084","36198153224.201","38050116722.6556","38378217195.5802","41201006348.4063","44556473262.6919","48133343975.1131","52516077474.5125","53309152526.5816","59954913094.2119","64971460740.3366","",
"Ethiopia","ETH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19852712752.9884","19059181820.3363","17802951528.0188","20620215797.7377","21732368694.1377","23547651713.0904","26958449212.6516","28282750743.6817","27612017240.6469","29446594243.9228","31942592633.7143","35373636955.8251","36469110586.1774","36385079560.7834","42432772884.7308","48935682622.1492","55911280419.8643","64000691939.7389","72265338910.6871","79130494301.4933","90132134553.8849","102289393957.91","112944326945.938","123330855990.703","150119415264.863","169575372912.615","198234207768.963","219853614306.547","236067222303.96","259534668398.211","286209793459.086","316145105232.455","356397272663.361","",
"European Union","EUU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6226724701204.97","6530690893979.79","6748297143270.93","6872790216130.01","7207129783126.27","7563307973807.43","7830703008005.37","8150793153671.41","8548344955541.66","8895740329699.43","9478007313560.25","9962610377762.01","10427453724764.3","10684321077586.6","11226583809145.3","11680233420577.2","12728042392935.9","13610435914446.8","14293263994074.6","14028471391538.4","14510559201932","15204388207149.4","15434330641397.2","15958565136540.1","16442087215252.7","16992951085784","18066107501284.7","19037977757916.7","19959776910667.9","21559658820387","21088474960532.1","23216303026770.6","25627864217713.9","",
"Fragile and conflict affected situations","FCS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1202941541344.84","1235835224966.65","1268363441193.59","1266137950273.22","1216232569887.04","1236347545320.42","1279328870705.58","1369530534511.06","1456843845671.35","1509786978573.21","1638264257013.37","1749893014155.8","1806402990307.36","1815221381804.6","2121424099708.5","2327825619465.82","2563450069087.9","2806164326886.07","3005489792162.43","3046957080419.04","3253984559561.82","3352345780549.61","3603656822340.04","3859267422442.01","3963427393454.6","3878843279148.95","4020177265897.98","4247004745325.67","4598798354919.99","4911811868588.32","4846829775461.25","5207324328977.67","5462710784915.5","",
"Finland","FIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90422792838.4679","87978139863.5665","87018461478.4578","88491317406.383","93962907280.6266","99978593914.3817","102905731321.919","111999458231.794","121502886442.394","127934744369.414","138660850936.689","144246899691.016","148763741906.139","151454269990.598","163132730431.995","168146788316.398","181448676104.82","200161779748.428","212980676990.544","202723172059.322","208901082795.193","220471055643.893","221285752810.968","225680035610.262","228058553146.46","232867491858.974","246928408039.55","262026475788.422","273456039618.341","290269723402.813","296764042926.675","320540154545.211","349051443331.519","",
"Fiji","FJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057274612.14091","3075326294.37444","3337280306.39255","3489155294.83355","3745410371.09697","3919546550.27817","4182895190.43394","4161415792.20128","4262961224.30579","4703463406.69275","4728252304.11338","4931473134.5417","5168598261.02152","5323311703.26778","5755920283.4261","5977970751.5436","6276583944.42403","6391375327.44577","6581233400.42469","6531613082.31393","6805416542.66629","7134734867.15989","7646151649.1012","8253358874.67118","9829197113.09431","10778358146.0409","11015803363.8742","11778089327.6588","12130548803.1722","12094688071.2091","10279861911.0033","9795237609.33947","12583597998.1173","",
"France","FRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027250443156.09","1073120695790.3","1115130307547.9","1134385891378.47","1185935431603.52","1236310774195.51","1275805894560.54","1333595697096.74","1405908180477.59","1470523899441.7","1589447364206","1687216662882.44","1762926373243.27","1753702241886.26","1822285317078.39","1926880446239.76","2065681747817.41","2184813801951.45","2259256991361.58","2243849588234.41","2334271976414.98","2446475413051","2474003939353.38","2608522466158.15","2662033396692.53","2718496736713.76","2864106383742.44","2983008898740.32","3125379876905.32","3452965773973.93","3344383971188.32","3648077705347.78","3914741997976.67","",
"Faroe Islands","FRO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984697908.93306","1911469944.62057","1923281278.7733","2036042368.79063","2219662901.55886","2390720905.48939","2567734145.02402","2618747043.02301","2683872225.96884","2830966519.25387","3005353972.7185","3222676562.51988","3231002518.51334","3603020057.63829","4064901847.05825","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170343407.174819","189183861.145709","201250509.98894","222792275.764915","226333532.833811","247288514.19189","243802557.619374","232975230.385996","242313186.227747","249105322.204237","267063239.815641","278999337.147969","284897534.330602","295087583.062477","293675798.837751","309069463.660951","318347811.203187","320947814.696004","319225118.04959","324783019.672145","336112538.578687","354035867.533622","353925603.514928","346870985.323446","345209473.738004","364778257.923652","371750767.520265","388973040.647034","399167247.921885","411101569.503683","404939409.44482","414567060.654435","440088177.942187","",
"Gabon","GAB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11756534670.0762","12897033198.4977","12783325605.38","13602793196.6689","14409093539.7368","15442952505.7469","16295772628.1039","17528018689.5139","18341758860.6639","16938747928.9375","16996326420.9699","17750333017.6181","17982084376.0297","18749071095.2991","19385126066.8097","20528063102.4161","20567560178.3187","22392520884.9543","22066944569.2701","22237328130.0058","24100123448.2339","26345487003.7203","27000996624.1983","27735514310.3286","29386488339.4855","29199274580.0253","29399527403.7982","31914848308.0448","34140586624.1111","36169088370.7584","33563084094.1798","45775580563.8229","50423410448.1459","",
"United Kingdom","GBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","976325796619.738","998208368444.485","1025052535905.89","1075475712162.61","1140688764185.98","1194092093587.88","1276092434676.89","1345091654521.78","1385425367480.76","1437339061115.79","1562409690541.96","1650357031262.37","1727031050462.62","1808366865946.19","1922940594923.09","1976697912294.61","2113503098384.48","2178376960471.15","2271085135764.89","2181122499274.74","2290198529537.39","2354769903633.16","2442462879506.98","2562195072837.32","2666661894153.29","2767234470818.76","2892297884267.13","3041891554350.64","3129649825363.44","3335878386954.69","3220293643239.06","3541778829454.69","3848210227621.7","",
"Georgia","GEO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27504051273.7023","22434562058.4242","12643150035.1911","9150584532.39674","8374006065.98576","8771889997.2996","9932940718.26854","11167095309.9032","11643414642.3483","12146284907.9551","12649813670.8546","13556384098.0893","14521284090.9938","16445438078.3562","17865411586.9099","20192579805.707","22776424016.7566","26334427050.4371","27488636341.5532","26654917811.0083","28656435906.7092","31404963200.6754","36611876528.2399","39390271862.866","42954791863.2088","44896829556.9034","47745662984.1227","50428681048.5555","55024210329.9246","61793723224.2409","61853400026.178","69318227416.1046","81910571984.1891","",
"Ghana","GHA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24331326718.0264","26482752926.7178","28137061086.581","30200999386.9399","31863833924.9646","33869838491.4149","36077372483.8738","38239544274.6011","40487581441.5569","42864702808.9966","45457748574.8764","48341165652.9222","51303833682.1699","55036816884.1356","59679026476.0079","65181934990.673","71493482298.25","76617291210.661","85231540997.7212","89933332780.5191","98203999246.7771","114325851683.939","131897589316.568","142807202863.437","154709160744.002","148971921123.344","147108961005.606","155172028259.241","169624924469.34","187633396486.015","192835182975.95","214867175690.96","237074016590.544","",
"Gibraltar","GIB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5602180281.98638","5942992521.42487","6277250167.85602","6750181176.45176","7168037726.45464","7655549753.78222","8143532329.49805","8713204009.94262","9132367513.23958","9614095954.33212","10078006490.0292","10682053943.4506","11408821681.6212","11779248205.4421","12378499041.2436","13149318800.2459","13716303121.5636","15047366321.6051","15969802622.8075","15891728981.7291","16856833421.1167","18172750190.6177","19549355718.1055","20615456394.7016","21491244018.2052","22706692066.757","27228621826.9743","33281442968.3756","36138275788.0034","40482435336.6245","44832747326.2215","50542884444.4891","56644238022.8985","",
"Gambia, The","GMB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1486275490.38069","1584278615.17764","1675130599.62289","1766489508.7829","1806996272.21985","1861156295.4474","1937374850.35255","2067351925.29861","2163792351.40841","2334719455.3715","2518932392.83829","2725072344.76049","2677598286.27518","2918024795.42483","3207599620.08799","3230384759.39241","3311559774.92902","3504558164.22653","3795220000.82856","4074146025.4162","4366715883.15413","4095033765.28765","4218609873.37637","4221821464.50145","4185554930.44809","4427516234.00185","4596488156.16964","4775616329.45243","5465023570.59128","5949796066.17881","6366827515.11477","7118974816.81456","7950288921.40319","",
"Guinea-Bissau","GNB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","986527797.29865","1071904195.90455","1108391582.19516","1158492175.46272","1221094280.84759","1301554190.11051","1479129915.66013","1602437867.28121","1165121016.52943","1193657421.1524","1286947550.06764","1344746606.41927","1352250286.60819","1386777693.52225","1463326953.09847","1573598887.50051","1659614919.76232","1760082435.06464","1851306496.65842","1925942349.33006","2038960051.21636","2249594251.25778","2182365692.59328","2263589343.40527","2355532478.68202","2811146063.17885","3164711466.4358","3589238487.69012","3829761717.56758","3988230597.80514","3955550305.07666","4460168641.1529","4941296018.98131","",
"Equatorial Guinea","GNQ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273818554.351763","280184707.043115","386139482.041496","438905740.542646","523001000.019572","627338831.616508","1064155007.16357","2705971401.57534","3386999598.12678","4316220021.99638","5217963392.32763","8717168578.73772","10576078609.4452","12289854980.6125","17415114805.86","20969493493.0341","23282060015.3365","27565410457.6945","33094595461.2621","33754144712.1081","31111318633.0215","33829572382.0227","38819917942.1185","37572294947.8452","38043505840.31","28320531411.9553","25110506259.4845","28802412248.0502","29763387484.0751","27476690018.3343","23476322655.934","29316781330.75","32567107123.8097","",
"Greece","GRC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135643565418.125","144577958468.08","148907704640.191","149998432537.65","156265614235.861","162892251277.743","171271300317.986","182870045338.027","193330278429.436","198711870247.148","210915047006.964","227681027209.134","246559427543.151","261158265746.434","278930882052.257","281028288686.782","314620169569.606","324017680051.911","341817993053.192","337189537130.227","310377675699.106","285079593304.756","275143590350.289","284949103892.689","290011169381.561","289570760339.534","296466369907.234","307636097252.196","317881651462.228","338922195603.469","311203073638.711","348976765693.828","405841486026.762","",
"Grenada","GRD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455058016.5713","476965252.26861","483682662.268397","485448555.888372","504211843.327292","525746876.661537","559134249.297145","597303071.788336","675020119.654816","731754272.592821","784910649.59835","786350605.973411","826056803.307302","922080567.577877","940702699.410074","1099007256.86579","1087654242.87629","1185450297.85119","1219634521.55741","1146276984.03091","1154123278.94321","1187112475.33669","1192607537.06932","1270986763.9944","1395680065.58143","1515375642.68552","1609230218.33648","1736355201.91495","1848147434.9335","1907436734.74985","1670787843.20161","1785107389.63748","2032341339.89329","",
"Greenland","GRL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1133478184.53621","1170480124.86536","1135959379.62631","1104416376.33595","1194827257.32619","1265367049.35763","1308245434.0853","1350353777.08757","1471491766.11474","1512789694.61977","1656928820.37559","1715759373.75458","1725577257.30209","1837585795.2446","2017235381.20785","2184256717.71539","2376748783.87388","2498403616.59579","2703330875.2995","2744217603.8181","2825404669.24048","2869788334.58405","2964229297.99091","2976973611.84017","3176451677.61863","3127086973.48881","3306303886.41421","3370887241.18687","3462603876.34978","3613246574.50507","3655829957.23615","3857302225.39463","","",
"Guatemala","GTM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30046099836.8364","32198519368.958","34525670760.4709","36732053741.0108","39029754882.7452","41820075723.2058","43845381741.1167","46547913293.9569","49422370159.5035","52046949577.7614","55146958032.8737","57704717526.5067","60854041909.9349","63643900683.2183","67403065462.1346","71794093050.2619","77969894548.8584","85152109934.6424","89643564039.5157","90648387301.058","94383670884.0624","100356396780.438","111590031445.758","122990662435.041","136607993930.101","153758808836.277","164346972488.492","177166450890.103","182250640643.829","194567267434.886","195404383450.806","207137814680.83","230852328201.572","",
"Guam","GUM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2265679084.68375","2484192284.97584","2737917533.50541","3031948598.81042","3360916545.77077","3604040265.33264","3961998892.17293","4279421495.97317","4254923080.41041","4442611991.91879","4481300306.97963","4686715519.71182","4813669771.0851","4877638452.13971","5086875820.98518","5144036427.7463","5574770807.21281","6137159700.27749","6364653193.18464","6636781026.82159","6994501444.95331","7510830548.78362","7930672473.7072","8400150803.44364","8405904168.05223","8656533235.33949","8793308785.64102","9408659458.00787","9848942431.25036","10694269146.4903","13581364399.677","18646751960.8246","32607716564.9499","",
"High income","HIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18616813867386.8","19575810912172.9","20476710825144.4","21260647223493.1","22441879269409.4","23590773189114.9","24799095622212","26072566265242.4","27115760352563.9","28383248822870.1","30362018698274.3","31572722398494.4","32803920204518.7","34154796870427.7","36330592368138.8","38365778572437.2","41188800612394","43589036175313.1","45128074507974.5","44223115691230.1","46206939309994.1","48380587641499.8","49994012376092.9","51884171900166.3","53542546099123.3","54764029211070.2","56663354819688.3","59280218918320.2","62180934155944.1","65253482169378.1","63847811909837.6","70473501873318.8","77439129596183.9","",
"Hong Kong SAR, China","HKG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104107398583.232","113764963523.454","123612343212.217","134389550395.012","145544516878.791","152123753885.38","161505917397.011","172669431106.045","164341139896.772","170834584504.072","188093377856.065","193409625012.636","199678121223.489","209842156839.378","234221653719.661","259413728453.835","286224680485.22","312964010508.647","325753582434.277","319779710005.24","345524585139.054","369685331700.329","372875436044.484","384196203206.691","394115663343.846","408626637207.136","416436291872.847","438127783294.236","453865391644.541","459644295764.893","435300511002.663","488351856326.193","504563352870.607","",
"Honduras","HND","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10157742843.252","10152684494.3573","11014750163.1492","12008283753.9579","12290700845.1929","13325084858.9538","13822909692.9352","14707825439.0031","15407355414.2702","15509539250.2388","17017380291.3044","17874630462.5534","18834745107.2295","20079792893.9685","21903843578.3998","23957582874.8062","26318713885.291","28702687971.1366","30491064152.4839","29940316628.7531","31430677476.8836","33314349143.9269","35002761425.5249","36777848313.4206","40422044599.9769","44760245066.2342","48814099005.3134","53891605878.8263","55011170333.9628","58003420016.4118","55601058539.9063","64608944231.6067","71922778466.2838","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389179109387.926","406735916605.395","414877617677.575","429868735990.705","440054749951.361","472399442546.077","506536911915.148","546018383840.905","571590040411.297","598617468388.833","630759715040.75","671636571497.264","705032401583.488","749264936971.969","812865286074.558","885735067088.28","967045628467.582","1048461499410.11","1129060012140.18","1178644620181.55","1266382999743.24","1348505953630.98","1387647798720.19","1491341482666.77","1640217266487.16","1729634564301.81","1852608399450.08","1975888857089.62","2116255023917.07","2287225179997.15","2348250697994.53","2576671526917.78","2889171824252.9","",
"Croatia","HRV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37184489450.713","40107337999.1984","43228453022.7605","44809161870.944","44854986334.078","47673847284.3801","50099742196.7656","56024842888.0692","58945468198.5124","63254765989.5209","66613810882.3304","76044537358.8268","84385047507.398","90645657248.6443","87277828839.7861","86286724209.2337","90492208297.8107","91794709892.5272","94401653214.6957","94979178113.7336","98326926368.2826","105690251105.741","112464917540.174","118467526522.656","130592171649.573","123240358705.112","143346251761.822","162595220133.021","",
"Haiti","HTI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15093656086.9022","15897529391.1441","15396434303.1219","14906122837.0285","13405016321.6043","15040716965.3509","15950312961.2391","16664214864.2177","17219454966.6799","17935383849.6535","18501302340.9776","18853286385.6536","19348514043.3025","20417147119.5337","20688935001.9622","21993234854.2395","23072862915.6051","24811691946.4844","25959715178.3175","27665031802.1691","26415225452.7231","28338743512.0008","28499373298.6682","31101506421.0806","31905357619.7517","31841589928.759","34719284269.453","36124687052.8829","35046384798.4854","35947134169.5494","34891691692.7124","35658760079.8831","37527391533.7824","",
"Hungary","HUN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86302862366.6489","85564892983.5803","87088437261.0667","91569586195.2899","94882260468.9423","96399905991.784","101083709088.45","106752095183.107","111315201192.571","121047828577.684","134596492281.87","147567884018.729","156796359284.069","164436278997.343","172572943492.797","185148362034.903","192051584445.279","208006336840.2","207690008145.173","217389465937.701","229643360222.022","230821510873.975","242855184363.456","253484631538.851","263781871939.868","274222712840.714","288707447254.494","311927136865.25","343481047231.953","341412544491.202","375226722578.71","421010203544.004","",
"IBRD only","IBD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10206655219888.3","10760418710043.6","11241104396019.2","11844129934290.6","12483761140286.2","13300860032661.9","14284810452845.6","15259576684667.3","15598875437915.5","16425995365133.6","17796833052257.3","18888495557324.9","20050764494230.7","21642289879155.3","23968647138860.4","26519805803370.5","29919156498339.3","33423843735449.2","36423835163917.4","37820510493776.8","41219062250503.5","44853667275451","48152931945048.9","50976128807689.6","53108065347184.9","54197934814298.7","56839516197055.3","60539700008553.4","65358522478749.5","69728984983160","70334596498082.8","79824203214516.7","88899687989074.7","",
"IDA & IBRD total","IBT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11376353022022.8","11994607401130.7","12532260078470.6","13181762230231.3","13865089692111.4","14764731049434.8","15846560043114.5","16910137134076.7","17324854420293.9","18235788379265.2","19726407737004.3","20946454740357.5","22246331607934.5","23996361684782","26550537882268.4","29353739273098.9","33025264708649.6","36807994528782.3","40050402188889.3","41652069297476.8","45327580765585.5","49233420794800.9","52784202601728","55948723564436.6","58469805328426.9","59816985253874.3","62752806957540.8","66776683428144.7","72069127305804.4","76930318305593.5","77737505537039.9","87842283701697.3","97864006411751.9","",
"IDA total","IDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1173436667912.5","1238147959976.46","1295330678694.56","1341579008017.36","1385147309294.27","1467843610408.62","1565839335123.8","1654627867552.55","1730793929396.82","1814732510627.72","1934214943222.4","2063094981587.55","2201248462686.52","2360006777470.38","2588148009762.06","2840571783395.65","3112457394824.43","3390169770885.26","3632358587794.88","3837779083402.42","4115086680194.11","4386615499078.19","4639067751401.76","4980423781188.41","5371309218999.84","5629964484579.41","5924938896879.05","6248781968999.04","6723328366739.62","7214933699881.99","7416521336913.26","8033822417656.79","8982438648723.28","",
"IDA blend","IDB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","572375702319.418","605232881726.26","639850150880.945","654213435802.245","675717925270.103","707000748366.247","752755944447.104","780545145205.629","811086305254.812","842653063320.033","895221880216.453","954788512570.318","1031225722602.88","1105869241358.97","1223068651002.22","1342456554162.75","1466118172796.45","1588653022631.88","1684185371817.32","1790947879308.43","1908294681198.23","2033437654819.75","2147712195526.86","2290212023351.85","2447618173016.76","2543367921702.12","2612705261835.08","2710915006569.41","2864768217427.97","3029863901836.27","3092512759898.33","3343684020509.29","3730709251833.59","",
"Indonesia","IDN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559227723733.001","617313147076.995","672405192140.753","733061080259.436","805167938011.661","889624205349.619","976738907009.37","1040279253525.84","913896371677.104","934107259821.907","1002269831590.96","1062190577271.03","1127283023400.13","1204482901952.42","1299038798656.1","1416041981243.39","1540034456667.52","1682010613739.12","1817361593742.41","1913672578445.7","2057206510182.67","2229511719014.97","2408290405583.69","2524244786997.21","2605517436520.51","2625201734355.44","2715764060542.74","2857305082359.12","3069918631697.01","3266185831776.73","3223404542894.6","3530610537586.43","3979812996261.23","",
